"시도명",시군구명,측정연도,지하철호선명,지하철역사명,측정위치,미세먼지,초미세먼지,이산화탄소,폼알데하이드,일산화탄소,이산화질소,라돈,휘발성유기화합물,관리기관명,데이터기준일자
"서울특별시",성동구,2022,5호선,왕십리(5),승강장 및 대합실,27.6,14.8,507,7.9,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",성동구,2022,5호선,마장,승강장 및 대합실,32.1,16.6,407,7.8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",성동구,2022,5호선,답십리,승강장 및 대합실,26.9,14,395,8.3,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",동대문구,2022,5호선,장한평,승강장 및 대합실,47.4,22.4,431,6.6,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",광진구,2022,5호선,군자(5),승강장 및 대합실,31.4,13.7,481,7.8,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",광진구,2022,5호선,아차산,승강장 및 대합실,42,21.4,429,8.7,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",광진구,2022,5호선,광나루,승강장 및 대합실,30.6,19.6,411,8.8,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,천호(5),승강장 및 대합실,59.1,27.9,433,6.6,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,강동,승강장 및 대합실,29,15.9,484,8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,길동,승강장 및 대합실,38.5,19.7,495,6.9,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,굽은다리,승강장 및 대합실,30.9,18.2,501,7.9,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,명일,승강장 및 대합실,45.1,29.2,503,6.2,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,고덕,승강장 및 대합실,39.1,19.2,484,6.8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,상일동,승강장 및 대합실,50.1,23.5,533,6.1,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,강일,승강장 및 대합실,40.5,22.3,453,6.2,0.4,0,0,0,서울교통공사,2023-07-11
"경기도",하남시,2022,5호선,미사,승강장 및 대합실,51.6,30.9,469,7.3,0.5,0,0,0,서울교통공사,2023-07-11
"경기도",하남시,2022,5호선,하남풍산,승강장 및 대합실,41.6,22.9,456,9.2,0.5,0,0,0,서울교통공사,2023-07-11
"경기도",하남시,2022,5호선,하남시청,승강장 및 대합실,35.3,21.3,481,5.4,0.6,0,0,0,서울교통공사,2023-07-11
"경기도",하남시,2022,5호선,하남검단산,승강장 및 대합실,26.5,16.4,463,6.4,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,5호선,둔촌동,승강장 및 대합실,34,23.3,523,7.9,0.7,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,5호선,올림픽공원(5),승강장 및 대합실,34.1,23.6,496,8.8,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,5호선,방이,승강장 및 대합실,31.7,16.4,482,6.6,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,5호선,오금(5),승강장 및 대합실,28.9,17.4,463,6.8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,5호선,개롱,승강장 및 대합실,29.9,20,474,5.7,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,5호선,거여,승강장 및 대합실,30.6,19.4,486,7.5,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,5호선,마천,승강장 및 대합실,35.7,21.2,489,2.9,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,응암,승강장 및 대합실,50.4,29.9,514,10.9,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,역촌,승강장 및 대합실,56,37.7,494,14.9,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,불광(6),승강장 및 대합실,38.8,26.9,558,16.5,1,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,독바위,승강장 및 대합실,25.5,17.3,447,8.7,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,연신내(6),승강장 및 대합실,38.3,24.9,534,9,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,구산,승강장 및 대합실,31.6,19.6,479,8.3,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,새절,승강장 및 대합실,31.3,19.4,481,6.5,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,증산,승강장 및 대합실,32.6,15.7,478,6.1,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",은평구,2022,6호선,디지털미디어시티(6),승강장 및 대합실,34.8,16.1,500,3.8,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,월드컵경기장,승강장 및 대합실,27.7,15.9,454,6.3,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,마포구청,승강장 및 대합실,42.7,25.2,533,3.4,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,망원,승강장 및 대합실,39.9,24.4,531,7.1,0.7,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,합정(6),승강장 및 대합실,42.1,21.2,579,6.7,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,상수,승강장 및 대합실,42,20.8,499,5.7,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,광흥창,승강장 및 대합실,33.5,20,464,7,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,대흥,승강장 및 대합실,34,21.2,491,7.8,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",마포구,2022,6호선,공덕(6),승강장 및 대합실,28.5,13.3,503,5.9,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",용산구,2022,6호선,효창공원앞(6),승강장 및 대합실,37.2,18.4,515,11.4,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",용산구,2022,6호선,삼각지(6),승강장 및 대합실,45.2,23.1,583,7.8,0.7,0,0,0,서울교통공사,2023-07-11
"서울특별시",용산구,2022,6호선,녹사평,승강장 및 대합실,32.6,17.6,477,9.6,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",용산구,2022,6호선,이태원,승강장 및 대합실,31.3,18.7,541,7.5,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",용산구,2022,6호선,한강진,승강장 및 대합실,39,21.5,493,9.3,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",중구,2022,6호선,버티고개,승강장 및 대합실,45.4,18.2,505,7.3,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",중구,2022,6호선,약수(6),승강장 및 대합실,37.1,21,581,5.9,0.7,0,0,0,서울교통공사,2023-07-11
"서울특별시",중구,2022,6호선,청구(6),승강장 및 대합실,39.8,25.1,488,10.9,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",중구,2022,6호선,신당(6),승강장 및 대합실,27.4,18.5,557,10.7,0.8,0,0,0,서울교통공사,2023-07-11
"서울특별시",종로구,2022,6호선,동묘앞(6),승강장 및 대합실,40.6,24.5,592,12.7,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",종로구,2022,6호선,창신,승강장 및 대합실,34.1,24.3,485,8.6,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",성북구,2022,6호선,보문,승강장 및 대합실,44.3,25.3,510,10.5,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",성북구,2022,6호선,안암,승강장 및 대합실,40.3,19.7,553,9.8,0.9,0,0,0,서울교통공사,2023-07-11
"서울특별시",성북구,2022,6호선,고려대,승강장 및 대합실,30,18.4,492,19.6,0.7,0,0,0,서울교통공사,2023-07-11
"서울특별시",성북구,2022,6호선,월곡,승강장 및 대합실,39.6,19,485,5.8,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",성북구,2022,6호선,상월곡,승강장 및 대합실,25.9,13.7,463,4.6,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",성북구,2022,6호선,돌곶이,승강장 및 대합실,29.7,14.2,486,4,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,6호선,석계,승강장 및 대합실,30.4,15.9,545,4.8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,6호선,태릉입구(6),승강장 및 대합실,28.6,16.5,479,6.2,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,6호선,화랑대,승강장 및 대합실,28.7,14.2,496,7.4,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",중랑구,2022,6호선,봉화산,승강장 및 대합실,33.6,16,470,7,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,7호선,수락산,승강장 및 대합실,37,19.5,502,10,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,7호선,마들,승강장 및 대합실,27.8,15.2,555,10.1,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,7호선,노원(7),승강장 및 대합실,41.4,24.5,527,9,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,7호선,중계,승강장 및 대합실,32.4,18.4,509,8.4,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,7호선,하계,승강장 및 대합실,35.2,18.9,561,9.5,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,7호선,공릉,승강장 및 대합실,37.9,22.9,543,8.7,0.7,0,0,0,서울교통공사,2023-07-11
"서울특별시",노원구,2022,7호선,태릉입구(7),승강장 및 대합실,33.1,16.6,487,10.4,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",중랑구,2022,7호선,먹골,승강장 및 대합실,31.5,16.2,463,8.5,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",중랑구,2022,7호선,중화,승강장 및 대합실,30.6,14.7,536,10,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",중랑구,2022,7호선,상봉,승강장 및 대합실,34.6,24.2,576,11.1,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",중랑구,2022,7호선,면목,승강장 및 대합실,27,18.1,765,6.8,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",중랑구,2022,7호선,사가정,승강장 및 대합실,37.7,18.8,666,7.3,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",중랑구,2022,7호선,용마산,승강장 및 대합실,36.5,16.8,479,8,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",광진구,2022,7호선,중곡,승강장 및 대합실,30.7,19.4,500,6.7,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",광진구,2022,7호선,군자(7),승강장 및 대합실,40.3,19.8,514,6.3,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",광진구,2022,7호선,어린이대공원,승강장 및 대합실,26.4,13.1,693,8.9,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",광진구,2022,7호선,건대입구(7),승강장 및 대합실,29.7,13.6,544,12.6,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,7호선,청담,승강장 및 대합실,24.6,15.4,583,10.6,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,7호선,강남구청,승강장 및 대합실,26.5,18.4,622,10.3,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,7호선,학동,승강장 및 대합실,34.3,19.7,724,12.3,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,7호선,논현,승강장 및 대합실,30.3,17.9,561,11.7,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",서초구,2022,7호선,반포,승강장 및 대합실,27.7,12.7,734,11.6,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",서초구,2022,7호선,고속터미널(7),승강장 및 대합실,42.5,25.6,692,18.8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",서초구,2022,7호선,내방,승강장 및 대합실,40.1,21.3,491,11.6,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",동작구,2022,7호선,이수(7),승강장 및 대합실,33.7,21.2,579,11.3,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",동작구,2022,7호선,남성,승강장 및 대합실,48.6,20.6,690,14.2,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",동작구,2022,7호선,숭실대입구,승강장 및 대합실,42.1,25.1,713,12.3,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",동작구,2022,7호선,상도,승강장 및 대합실,50.9,29.9,550,15.5,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",동작구,2022,7호선,장승배기,승강장 및 대합실,45.9,28.6,540,17.9,0.8,0,0,0,서울교통공사,2023-07-11
"서울특별시",동작구,2022,7호선,신대방삼거리,승강장 및 대합실,28.8,19.1,540,14.7,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",영등포구,2022,7호선,보라매,승강장 및 대합실,40.9,24.1,528,15.5,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",영등포구,2022,7호선,신풍,승강장 및 대합실,31.2,16.2,716,10,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",영등포구,2022,7호선,대림(7),승강장 및 대합실,27.5,16.5,859,11.4,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",구로구,2022,7호선,남구로,승강장 및 대합실,27.5,14.1,636,16.2,0.7,0,0,0,서울교통공사,2023-07-11
"서울특별시",금천구,2022,7호선,가산디지털단지(7),승강장 및 대합실,29.3,15.3,672,16.9,0.5,0,0,0,서울교통공사,2023-07-11
"경기도",광명시,2022,7호선,철산,승강장 및 대합실,29.2,13.9,546,14.1,0.4,0,0,0,서울교통공사,2023-07-11
"경기도",광명시,2022,7호선,광명사거리,승강장 및 대합실,36.2,18.4,535,14.1,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",구로구,2022,7호선,천왕,승강장 및 대합실,47.8,23.8,525,7.2,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",구로구,2022,7호선,온수(7),승강장 및 대합실,30.9,17.4,516,15.6,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,8호선,암사,승강장 및 대합실,39.1,18,731,16.4,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,8호선,천호(5),승강장 및 대합실,27.3,13.5,574,18.8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,강동구청,승강장 및 대합실,28.2,13.7,587,17.8,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,몽촌토성,승강장 및 대합실,55.2,33.1,493,12.4,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,잠실(8),승강장 및 대합실,33.5,16.2,885,11.1,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,석촌(8),승강장 및 대합실,47.8,22.7,542,16,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,송파,승강장 및 대합실,33.6,17.3,738,13.1,0.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,가락시장(8),승강장 및 대합실,27.1,12.5,712,12.3,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,문정,승강장 및 대합실,38.6,24,559,14.2,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,장지,승강장 및 대합실,29.8,18,502,22.7,0.4,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,8호선,복정,승강장 및 대합실,24.4,11.7,541,16.3,0.5,0,0,0,서울교통공사,2023-07-11
"경기도",성남시,2022,8호선,산성,승강장 및 대합실,28.5,18.5,674,6.1,0.4,0,0,0,서울교통공사,2023-07-11
"경기도",성남시,2022,8호선,남한산성입구,승강장 및 대합실,24.7,15,693,3.5,0.6,0,0,0,서울교통공사,2023-07-11
"경기도",성남시,2022,8호선,단대오거리,승강장 및 대합실,26.2,19,469,9.2,0.4,0,0,0,서울교통공사,2023-07-11
"경기도",성남시,2022,8호선,신흥,승강장 및 대합실,38.2,19.2,511,20.2,0.8,0,0,0,서울교통공사,2023-07-11
"경기도",성남시,2022,8호선,수진,승강장 및 대합실,27.8,16.8,403,11.5,0.6,0,0,0,서울교통공사,2023-07-11
"경기도",성남시,2022,8호선,모란,승강장 및 대합실,24.2,12,398,11.1,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,9호선,언주,승강장 및 대합실,48,26.3,486,6.8,2.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,9호선,선정릉,승강장 및 대합실,45.6,26.8,474,6.2,2.2,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,9호선,삼성중앙,승강장 및 대합실,57.1,23.9,514,4.8,2.1,0,0,0,서울교통공사,2023-07-11
"서울특별시",강남구,2022,9호선,봉은사,승강장 및 대합실,56.1,24.3,505,7.4,2.8,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,9호선,종합운동장(9),승강장 및 대합실,43.2,28.7,458,5.7,2.1,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,9호선,삼전,승강장 및 대합실,56.6,30.8,482,5.2,2.2,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,9호선,석촌고분,승강장 및 대합실,52.1,25.8,450,10.2,1.3,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,9호선,석촌,승강장 및 대합실,51.7,33,467,5.4,0.6,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,9호선,송파나루,승강장 및 대합실,44.3,25.9,449,4.4,0.8,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,9호선,한성백제,승강장 및 대합실,40.1,35.5,428,7.4,1.2,0,0,0,서울교통공사,2023-07-11
"서울특별시",송파구,2022,9호선,올림픽공원,승강장 및 대합실,49.1,27.8,465,6.1,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,9호선,둔촌오륜,승강장 및 대합실,36.7,25.8,419,5.7,0.5,0,0,0,서울교통공사,2023-07-11
"서울특별시",강동구,2022,9호선,중앙보훈병원,승강장 및 대합실,39.2,23.2,510,5.8,0.7,0,0,0,서울교통공사,2023-07-11
